cap-texture,spore-pattern,stem-flexibility,ring-thickness,cap-shape,cap-surface:%3F,cap-color,gill-attachment,stalk-shape,veil-type,veil-color,ring-number,population,habitat,class
b'o',b'g',b'c',b'a',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'g',b'h',b'c',b'k',b's',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'd',b'h',b'b',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'o',b'l',b'i',b'c',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'o',b'g',b'i',b'a',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'm',b'e',b'b',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'f',b'f',b'e',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b's',b'n',b'j',b'b',b'x',b's',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'f',b'g',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'j',b'k',b'f',b'a',b'f',b'y',b'u',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'e'
b'r',b'j',b'g',b'c',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'p',b'g',b'b',b'a',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'a',b'o',b'g',b'b',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'm',b'd',b'j',b'c',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'l',b'b',b'c',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'e',b'd',b'e',b'c',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'f',b'l',b'b',b'c',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'a',b'e',b'd',b'a',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'h',b'j',b'f',b'a',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'p',b'd',b'a',b'b',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'b',b'i',b'i',b'b',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'p',b'o',b'j',b'b',b'x',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'h',b'c',b'g',b'b',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'o',b'o',b'h',b'c',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'r',b'g',b'j',b'a',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'g',b'n',b'g',b'c',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'l',b'c',b'b',b'c',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'e',b'g',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'q',b'd',b'h',b'b',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'o',b'k',b'b',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'b',b'd',b'b',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'f',b'i',b'd',b'a',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'n',b'g',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'l',b'o',b'e',b'b',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'g',b'e',b'b',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'i',b'g',b'b',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'o',b'k',b'j',b'a',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'o',b'h',b'c',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'f',b'i',b'i',b'c',b'k',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'n',b'd',b'd',b'c',b'f',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'l',b'd',b'e',b'a',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'q',b'l',b'j',b'b',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'i',b'b',b'a',b'a',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'o',b'k',b'a',b'c',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'p',b'm',b'd',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'l',b'd',b'b',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'a',b'o',b'b',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'h',b'g',b'b',b'c',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'd',b'i',b'j',b'b',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'd',b'h',b'a',b'b',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'p',b'g',b'j',b'a',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'h',b'm',b'e',b'c',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'f',b'l',b'c',b'c',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'f',b'i',b'h',b'a',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b's',b'j',b'h',b'b',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'p',b'j',b'g',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'g',b'j',b'b',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'e'
b'h',b'g',b'd',b'b',b'x',b's',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'e',b'e',b'a',b'a',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'b',b'k',b'j',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'h',b'f',b'd',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'd',b'e',b'd',b'c',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'o',b'm',b'a',b'a',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b's',b'a',b'a',b'a',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'j',b'a',b'f',b'b',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'q',b'm',b'h',b'c',b'f',b'f',b'e',b'f',b't',b'p',b'w',b'o',b'y',b'd',b'e'
b'j',b'a',b'g',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'p',b'k',b'd',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'j',b'b',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'h',b'j',b'j',b'b',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'f',b'e',b'd',b'c',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'h',b'b',b'e',b'b',b'k',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'r',b'd',b'e',b'b',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'g',b'd',b'g',b'a',b'k',b'f',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'j',b'g',b'h',b'c',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'j',b'b',b'i',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'k',b'i',b'f',b'b',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'd',b'i',b'd',b'c',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'n',b'i',b'd',b'a',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'h',b'k',b'f',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'm',b'b',b'h',b'c',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b's',b'g',b'f',b'b',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'o',b'b',b'f',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'o',b'c',b'a',b'c',b'b',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'v',b'g',b'p'
b'e',b'j',b'g',b'a',b'k',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'k',b'i',b'f',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'k',b'k',b'i',b'c',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'q',b'o',b'e',b'c',b'k',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'g',b'j',b'e',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'i',b'k',b'h',b'b',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'a',b'f',b'a',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'k',b'c',b'f',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'j',b'e',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'b',b'd',b'a',b'a',b'f',b'g',b'w',b'f',b'e',b'p',b'w',b'o',b'c',b'l',b'p'
b'k',b'n',b'j',b'b',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'h',b'g',b'a',b'c',b'f',b'y',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'a',b'j',b'd',b'a',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b's',b'i',b'i',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'c',b'k',b'i',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'n',b'i',b'e',b'b',b'f',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'p',b'n',b'd',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'h',b'o',b'd',b'a',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b's',b'n',b'i',b'c',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'q',b'h',b'd',b'b',b'k',b'y',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'l',b'i',b'd',b'b',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'q',b'e',b'e',b'b',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'p',b'h',b'f',b'b',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b's',b'd',b'j',b'b',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'c',b'b',b'e',b'c',b'k',b'y',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'q',b'i',b'j',b'b',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'b',b'd',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'd',b'n',b'f',b'a',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'l',b'i',b'a',b'b',b'c',b'g',b'w',b'f',b'e',b'p',b'w',b'o',b'c',b'l',b'p'
b'd',b'n',b'e',b'c',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b's',b'f',b'j',b'c',b'b',b'g',b'w',b'f',b'e',b'p',b'w',b'o',b'c',b'l',b'p'
b's',b'm',b'i',b'c',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'i',b'i',b'i',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'e',b'n',b'b',b'c',b'b',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'l',b'b',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'h',b'f',b'a',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'g',b'a',b'a',b'k',b's',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'q',b'o',b'c',b'b',b'k',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'k',b'o',b'h',b'a',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'r',b'i',b'j',b'b',b'f',b's',b'b',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b'q',b'm',b'd',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'a',b'k',b'c',b'b',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'c',b'o',b'd',b'c',b'f',b's',b'b',b'f',b'e',b'p',b'w',b't',b'v',b'g',b'p'
b'i',b'a',b'a',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'e',b'o',b'c',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'm',b'j',b'f',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'a',b'j',b'd',b'c',b'x',b's',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'p',b'l',b'g',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'e',b'd',b'f',b'c',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'l',b'b',b'g',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'n',b'l',b'i',b'c',b'f',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'c',b'e',b'h',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'i',b'j',b'd',b'c',b'x',b's',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'o',b'o',b'e',b'a',b'f',b'y',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'i',b'a',b'j',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'j',b'b',b'a',b'c',b'f',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b'n',b'n',b'c',b'a',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'a',b'l',b'e',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'q',b'f',b'j',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'h',b'i',b'f',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'h',b'd',b'i',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'b',b'a',b'c',b'b',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'h',b'm',b'e',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'e',b'd',b'c',b'c',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'r',b'c',b'b',b'c',b'f',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'b',b'b',b'h',b'b',b'x',b'y',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b's',b'l',b'd',b'a',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'h',b'i',b'f',b'a',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'n',b'd',b'c',b'a',b'k',b'y',b'e',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b's',b'j',b'd',b'c',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'a',b'm',b'd',b'b',b'x',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'e',b'g',b'a',b'x',b'y',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'f',b'c',b'i',b'c',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'g',b'p'
b'g',b'g',b'i',b'c',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'o',b'd',b'd',b'c',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'o',b'f',b'i',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'e',b'f',b'f',b'c',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b's',b'd',b'g',b'a',b'x',b's',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'j',b'i',b'j',b'c',b'f',b's',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'b',b'k',b'e',b'b',b'b',b'y',b'w',b'f',b'e',b'p',b'w',b't',b'v',b'g',b'p'
b'k',b'j',b'b',b'b',b'x',b'y',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'f',b'k',b'f',b'c',b'f',b's',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'p',b'l',b'h',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'e',b'i',b'h',b'b',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'g',b'n',b'i',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'k',b'e',b'j',b'a',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'k',b'j',b'g',b'a',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b's',b'b',b'd',b'c',b'f',b'y',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'e',b'n',b'f',b'a',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b's',b'm',b'c',b'b',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'k',b'e',b'd',b'c',b'x',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'e'
b'q',b'c',b'h',b'b',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'l',b'o',b'd',b'c',b'f',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'v',b'g',b'p'
b'c',b'h',b'a',b'a',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'd',b'd',b'f',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'n',b'm',b'i',b'a',b'k',b's',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'e',b'h',b'c',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b's',b'm',b'd',b'b',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'l',b'h',b'h',b'b',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'n',b'c',b'a',b'b',b'k',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'e',b'd',b'a',b'a',b'x',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'b',b'i',b'c',b'c',b'f',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'i',b'k',b'j',b'b',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'b',b'd',b'g',b'b',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'f',b'n',b'g',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'd',b'g',b'f',b'a',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'd',b'm',b'e',b'c',b'f',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'd',b'i',b'a',b'f',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'o',b'l',b'a',b'b',b'k',b's',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'p',b'g',b'h',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'k',b'g',b'h',b'b',b'x',b'y',b'e',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'g',b'e',b'd',b'c',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'a',b'f',b'a',b'b',b'f',b's',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'g',b'b',b'b',b'a',b'x',b'y',b'g',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
b'p',b'a',b'a',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'i',b'b',b'a',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'a',b'l',b'e',b'a',b'x',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'm',b'n',b'i',b'a',b'f',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'v',b'm',b'p'
b'm',b'e',b'i',b'a',b'k',b'y',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'd',b'e',b'h',b'b',b'x',b's',b'w',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'r',b'o',b'g',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b'e',b'e',b'g',b'c',b'k',b'y',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'e',b'l',b'b',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'y',b'd',b'p'
b'b',b'c',b'i',b'b',b'x',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'g',b'f',b'g',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'a',b'e',b'd',b'b',b'x',b's',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'h',b'c',b'h',b'b',b'b',b'y',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'k',b'c',b'a',b'f',b's',b'b',b'f',b't',b'p',b'w',b'o',b'v',b'g',b'p'
b'b',b'o',b'b',b'b',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'p',b'p'
b'g',b'd',b'd',b'c',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'd',b'p'
b's',b'h',b'c',b'c',b'x',b's',b'b',b'f',b't',b'p',b'w',b'o',b's',b'u',b'p'
b'c',b'l',b'j',b'a',b'x',b'y',b'n',b'f',b't',b'p',b'w',b'o',b'v',b'l',b'p'
b'k',b'b',b'c',b'b',b'k',b'y',b'p',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'l',b'b',b'b',b'c',b'k',b'f',b'c',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'r',b'e',b'c',b'b',b'x',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'g',b'p'
b'c',b'k',b'h',b'b',b'x',b's',b'n',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'b',b'e',b'f',b'c',b'f',b'f',b'g',b'f',b'e',b'p',b'w',b'o',b'y',b'p',b'p'
b'q',b'o',b'b',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'f',b'c',b'e',b'c',b'f',b's',b'g',b'f',b't',b'p',b'w',b'o',b'v',b'u',b'p'
b'h',b'b',b'g',b'b',b'k',b'y',b'w',b'f',b'e',b'p',b'w',b'o',b'c',b'l',b'p'
b'l',b'b',b'j',b'c',b'k',b'f',b'n',b'f',b'e',b'p',b'w',b'o',b'v',b'l',b'e'
b'e',b'n',b'h',b'b',b'k',b'f',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'g',b'd',b'c',b'b',b'f',b's',b'w',b'f',b't',b'p',b'w',b'o',b's',b'g',b'p'
b'n',b'k',b'c',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'r',b'h',b'a',b'a',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'd',b'p'
b'i',b'b',b'b',b'b',b'k',b's',b'b',b'f',b'e',b'p',b'w',b't',b'c',b'w',b'e'
b'o',b'k',b'g',b'b',b'f',b'y',b'y',b'f',b'e',b'p',b'w',b'o',b'v',b'p',b'p'
